season;team_api_id;player_id;overall_rating;potential;finishing;heading_accuracy;short_passing;dribbling;sprint_speed;balance;shot_power;jumping;stamina;strength;positioning;penalties;sliding_tackle
2011/2012;8066;163641;63.0;74.0;44.0;68.0;68.0;62.0;65.0;59.0;46.0;56.0;72.0;74.0;37.0;18.0;61.0
2011/2012;9925;25382;73.0;76.0;62.0;38.0;72.5;72.5;83.5;70.0;72.0;72.5;92.0;80.0;68.0;64.5;63.0
2011/2012;10251;195283;61.5;66.0;31.0;65.0;58.0;56.0;70.0;54.5;25.0;79.0;73.0;71.0;25.0;33.0;55.0
2011/2012;10251;96395;58.0;62.0;48.0;29.0;67.0;61.0;76.0;57.0;51.0;74.0;79.0;84.0;40.0;64.0;56.0
2011/2012;9927;129177;60.0;68.0;61.0;64.0;53.0;62.0;66.0;72.0;62.0;73.0;60.0;72.0;56.0;44.0;23.0
2011/2012;8548;31257;;;;;;;;;;;;;;;
2011/2012;8485;199325;55.0;67.0;21.0;53.0;49.0;51.0;72.0;63.0;34.0;67.0;68.0;71.0;32.0;32.0;53.0
2011/2012;8485;118896;63.0;72.0;43.0;33.0;56.0;67.0;82.0;72.0;62.0;72.0;71.0;62.0;61.0;61.0;12.0
2011/2012;8485;32427;62.0;62.0;61.5;61.0;54.0;63.0;80.0;80.5;65.0;72.0;78.0;61.0;60.0;72.0;34.0
2011/2012;9938;32412;62.5;62.5;52.0;66.0;63.5;52.0;60.0;70.0;68.5;73.0;48.0;77.0;41.0;62.0;53.0
2011/2012;8467;32484;60.0;61.0;24.0;68.0;58.0;43.0;55.0;51.0;25.0;32.0;58.0;71.0;41.0;23.0;61.0
2011/2012;9927;23083;63.0;64.0;47.0;43.0;72.0;62.0;64.0;73.0;63.0;66.0;72.0;54.0;41.0;63.0;37.0
2011/2012;9860;32553;63.5;69.0;49.0;68.0;63.0;53.0;65.0;58.5;38.0;57.0;60.0;67.0;30.0;54.0;61.0
2011/2012;9860;32593;68.5;75.0;63.0;32.0;65.5;69.5;89.5;78.0;66.0;73.0;61.0;61.0;66.0;66.0;46.0
2011/2012;8457;24000;62.0;60.0;25.0;25.0;28.0;25.0;64.0;43.0;28.0;75.0;62.0;68.0;25.0;23.0;25.0
2011/2012;8457;32952;60.0;60.0;12.0;67.0;48.0;47.0;53.0;62.0;41.0;31.0;66.0;73.0;42.0;38.0;57.0
2011/2012;8457;32453;63.0;63.0;50.0;52.0;68.0;64.0;55.0;72.0;62.0;63.0;70.0;70.0;52.0;55.0;65.0
2011/2012;9860;24449;67.5;69.0;66.0;66.5;62.0;66.0;78.0;72.0;68.0;86.0;82.0;71.0;69.5;71.0;25.0
2011/2012;8467;14100;61.0;68.5;10.0;10.0;10.0;12.0;50.0;54.0;35.0;56.0;40.0;50.0;18.0;16.0;12.0
2011/2012;8467;34946;66.0;67.5;34.0;55.0;64.0;65.0;66.0;71.0;60.0;73.0;68.0;70.0;65.0;55.0;46.0
2011/2012;9800;231592;61.0;73.0;54.0;42.0;67.0;62.0;81.0;68.0;63.0;72.0;59.0;61.0;55.0;53.0;43.0
2011/2012;10251;32658;61.0;62.0;14.0;12.0;23.0;11.0;29.0;41.0;27.0;64.0;52.0;59.0;14.0;21.0;11.0
2011/2012;10251;116085;58.0;68.0;63.0;55.0;55.0;56.0;73.0;67.0;57.0;66.0;72.0;52.0;54.0;62.0;14.0
2011/2012;8548;22924;70.5;70.5;10.0;10.0;36.0;8.0;57.0;46.0;20.0;74.0;51.0;72.0;17.0;19.0;11.0
2011/2012;8548;43279;69.0;69.0;75.0;67.0;57.0;57.0;68.0;86.0;74.0;72.0;60.0;64.0;70.0;84.0;11.0
2011/2012;8485;32844;62.0;66.0;15.0;66.0;54.0;38.0;70.0;67.0;27.0;68.0;65.0;68.0;21.0;13.0;53.0
2011/2012;8597;37163;63.0;63.0;54.0;42.0;69.0;63.0;73.0;83.0;62.0;81.0;64.0;53.0;57.0;74.0;58.0
2011/2012;8066;177532;58.5;63.0;11.0;55.0;36.0;16.0;65.0;41.0;23.0;76.5;71.0;71.0;22.0;16.0;55.0
2011/2012;8066;180271;61.5;72.0;61.5;66.0;59.0;62.0;74.0;57.0;64.5;57.0;72.0;66.0;58.0;66.0;14.0
2011/2012;8066;17296;57.5;61.0;59.0;60.5;52.0;60.0;88.0;53.0;56.0;84.5;72.0;91.0;60.5;55.0;54.0
2011/2012;8485;182195;60.0;66.0;61.0;62.0;30.0;54.0;73.0;62.0;62.0;61.0;62.0;58.0;61.0;64.0;27.0
2011/2012;8485;23083;63.0;64.0;47.0;43.0;72.0;62.0;64.0;73.0;63.0;66.0;72.0;54.0;41.0;63.0;37.0
2011/2012;9860;32584;63.5;69.5;16.0;13.0;28.0;15.0;21.0;36.0;20.0;56.0;43.0;58.0;11.0;14.0;14.0
2011/2012;9927;212896;64.0;72.0;67.0;61.0;48.0;65.0;77.0;64.0;66.0;69.0;85.0;62.0;62.0;38.0;19.0
2011/2012;9938;142282;65.0;74.0;34.0;70.0;64.0;63.0;71.0;74.0;53.0;82.0;72.0;63.5;51.0;70.0;63.0
2011/2012;8548;160936;57.0;62.0;64.0;59.0;48.0;46.0;71.0;63.0;69.0;60.0;59.0;68.0;52.0;68.0;29.0
2011/2012;8548;46495;60.5;64.0;49.0;50.0;61.0;62.0;73.0;73.0;53.0;52.0;61.0;46.0;63.0;57.0;22.0
2011/2012;10251;42852;61.0;64.0;54.0;43.0;55.0;68.0;76.0;57.0;59.0;44.0;51.0;54.0;53.0;44.0;36.0
2011/2012;10251;75696;59.5;68.0;65.5;49.0;56.0;62.0;76.5;90.0;62.0;79.5;70.0;36.0;51.5;61.0;17.0
2011/2012;8457;34656;61.0;66.0;9.0;11.0;11.0;19.0;22.0;46.0;41.0;72.0;52.0;66.0;15.0;22.0;9.0
2011/2012;8485;32866;63.0;63.0;47.0;55.0;70.0;64.0;68.0;60.0;72.0;67.0;61.0;73.0;44.0;42.0;63.0
2011/2012;9925;31701;71.0;75.0;59.0;70.0;67.0;64.0;75.5;56.0;76.0;74.0;76.5;67.0;61.0;32.0;67.0
2011/2012;9925;181254;59.0;62.0;33.0;43.0;60.0;62.0;80.0;61.0;60.0;71.0;73.0;71.0;62.0;31.0;53.0
2011/2012;9800;32975;60.5;60.5;22.0;64.5;73.0;64.0;68.0;69.0;62.0;72.0;67.0;68.0;26.0;56.0;55.0
2011/2012;9860;67407;61.0;75.0;68.0;28.0;65.0;68.0;72.0;80.5;63.0;63.0;64.0;62.0;60.0;61.0;15.0
2011/2012;8066;23891;60.5;62.0;51.0;72.0;67.0;54.0;52.0;31.0;58.0;53.0;73.0;73.0;56.0;58.0;53.0
2011/2012;8066;162549;65.0;75.0;61.0;62.0;63.0;66.0;75.0;84.0;67.0;77.0;77.0;68.0;64.0;63.0;21.0
2011/2012;8597;257695;57.0;66.0;39.0;62.0;62.0;39.0;74.0;58.0;23.0;81.0;75.0;71.0;55.0;39.0;52.0
2011/2012;8457;188503;61.0;73.0;32.0;73.0;68.0;66.0;67.0;59.0;54.0;71.0;72.0;72.0;39.0;44.0;54.0
2011/2012;8548;276290;51.0;65.0;45.0;39.0;55.0;53.0;70.0;74.0;64.0;47.0;51.0;48.0;45.0;53.0;27.0
2011/2012;8548;308277;57.0;67.0;43.0;47.0;64.0;49.0;63.0;46.0;44.0;33.0;63.0;51.0;33.0;44.0;34.0
2011/2012;8548;169217;69.0;73.5;57.0;55.0;66.0;63.5;83.5;71.0;69.0;81.0;91.0;53.5;79.0;48.0;55.0
2011/2012;8597;150707;63.0;68.0;46.0;40.0;62.0;63.0;70.0;59.0;76.0;57.0;71.0;70.0;54.0;42.0;20.0
2011/2012;8597;241498;43.0;63.0;44.0;28.0;32.0;51.0;32.0;82.0;52.0;29.0;54.0;31.0;42.0;30.0;17.0
2011/2012;8066;35954;60.0;65.0;13.0;12.0;13.0;11.0;50.0;47.0;27.0;53.0;42.0;47.0;12.0;32.0;12.0
2011/2012;9860;264837;53.0;59.0;43.0;39.0;70.0;52.0;61.0;63.0;53.0;51.0;45.0;56.0;47.0;45.0;47.0
2011/2012;8457;58486;57.0;66.0;25.0;62.0;56.0;49.0;55.0;69.5;43.0;70.0;70.0;71.0;40.0;33.0;57.0
2011/2012;8597;37952;63.0;66.0;66.0;78.0;56.0;45.0;62.0;47.0;69.0;74.0;66.0;74.0;63.0;53.0;52.0
2011/2012;9927;158235;62.0;71.0;19.0;68.0;57.0;59.0;71.0;52.5;37.0;48.0;60.0;61.0;38.0;47.0;56.0
2011/2012;9925;30978;71.0;71.0;74.0;62.0;69.0;74.0;68.5;69.0;81.0;70.0;58.5;61.0;78.0;68.0;21.0
2011/2012;8485;32418;64.0;64.0;13.0;16.0;12.0;16.0;34.0;37.0;20.0;66.0;58.0;62.0;15.0;24.0;12.0
2011/2012;8485;32411;66.5;66.5;37.0;67.0;53.0;33.0;48.5;66.5;35.0;72.0;51.0;74.5;44.0;36.0;66.0
2011/2012;8597;32717;61.0;66.0;10.0;64.0;48.0;46.0;71.0;66.0;11.0;64.0;55.0;63.0;28.0;12.0;58.0
2011/2012;9860;75373;66.0;68.5;59.0;39.0;56.5;73.0;81.5;81.5;55.0;70.0;66.5;64.5;68.0;61.5;47.0
2011/2012;9860;41073;67.0;67.0;69.0;69.0;66.0;64.0;54.0;66.0;75.0;76.0;66.0;73.0;66.0;62.0;19.0
2011/2012;8467;39660;;;;;;;;;;;;;;;
2011/2012;8467;32714;53.0;62.0;35.0;44.0;57.0;52.0;65.0;75.5;38.0;56.0;66.0;67.0;25.0;35.0;45.0
2011/2012;8597;35336;62.0;68.0;25.0;25.0;25.0;25.0;55.0;39.0;26.0;69.0;33.0;68.0;25.0;25.0;25.0
2011/2012;8597;301241;;;;;;;;;;;;;;;
2011/2012;8597;243131;58.0;68.0;58.0;67.0;53.0;51.0;53.0;60.0;71.0;62.0;32.0;78.0;44.0;63.0;12.0
2011/2012;10251;315949;;;;;;;;;;;;;;;
2011/2012;8548;75239;68.0;68.0;56.0;54.0;67.0;71.0;71.0;72.0;73.0;74.0;79.0;73.0;66.0;66.0;53.0
2011/2012;9927;121069;64.5;73.0;62.0;36.0;66.0;68.0;63.0;72.0;69.0;70.0;65.0;71.0;66.0;66.0;31.0
2011/2012;8548;58486;57.0;66.0;25.0;62.0;56.0;49.0;55.0;69.5;43.0;70.0;70.0;71.0;40.0;33.0;57.0
2011/2012;8066;199829;56.0;63.0;47.0;28.0;47.0;57.0;75.0;81.0;43.0;71.0;56.0;52.0;58.0;40.0;28.0
2012/2013;8485;32418;62.0;62.0;13.0;16.0;12.0;16.0;34.0;37.0;20.0;66.0;52.75;62.75;15.0;24.0;12.0
2012/2013;8485;193800;58.5;65.75;48.0;57.0;61.5;61.0;69.5;70.0;53.0;61.0;71.0;65.0;56.0;40.0;50.0
2012/2013;8485;118897;63.0;76.0;61.0;58.0;66.0;65.0;73.0;70.0;64.333336;72.0;84.0;65.0;38.0;64.0;60.666668
2012/2013;8485;32411;66.166664;66.166664;37.0;66.0;52.0;33.0;34.0;60.0;35.0;70.0;49.0;73.0;43.0;36.0;67.5
2012/2013;8485;32419;64.666664;67.666664;11.0;67.0;64.0;45.0;55.0;66.0;41.0;71.0;71.0;78.333336;19.0;37.0;61.0
2012/2013;8485;23999;62.333332;62.333332;38.666668;62.333332;56.0;60.333332;62.0;70.0;70.666664;72.0;72.333336;71.0;48.0;49.0;59.0
2012/2013;8485;22952;63.0;66.0;46.0;66.0;67.5;66.5;72.0;70.0;54.0;72.0;77.5;78.5;52.0;36.0;64.5
2012/2013;8485;23083;63.0;63.0;47.0;43.0;67.75;62.0;63.75;71.0;58.0;66.0;71.0;62.0;41.0;63.0;50.75
2012/2013;8485;32866;64.0;64.0;57.4;55.0;69.2;64.4;63.2;59.0;61.2;72.0;61.0;75.2;50.4;42.0;63.4
2012/2013;8485;25416;69.2;72.4;65.0;29.0;65.8;74.2;82.0;91.0;66.0;70.0;81.0;62.0;63.0;47.0;34.0
2012/2013;8485;119435;68.5;73.25;71.75;57.25;64.5;71.0;88.25;81.0;66.25;69.25;74.0;55.25;69.75;62.25;14.0
2012/2013;8485;23740;62.666668;62.666668;64.666664;67.0;47.666668;60.666668;50.0;53.0;66.0;71.0;74.0;75.0;68.333336;74.0;26.0
2012/2013;8467;14100;64.666664;66.0;10.0;10.0;10.0;12.0;50.0;59.833332;35.0;56.0;30.0;63.166668;18.0;16.0;12.0
2012/2013;8467;280472;55.0;71.0;37.0;42.0;59.0;52.0;66.0;83.0;55.0;70.0;73.0;58.0;40.0;55.0;39.0
2012/2013;8467;32725;64.25;64.25;24.0;74.0;58.0;54.0;32.0;34.0;29.0;54.75;62.0;81.0;48.0;12.0;62.0
2012/2013;8467;32484;60.0;60.25;24.0;68.0;58.0;43.0;55.0;51.0;25.0;34.0;58.0;71.5;41.0;23.0;61.0
2012/2013;8467;23151;64.8;64.8;10.0;66.2;60.6;51.0;55.0;61.0;43.0;74.0;64.0;80.4;43.0;32.0;61.4
2012/2013;8467;23186;62.25;62.25;23.0;62.75;64.0;63.0;40.25;71.0;64.0;72.0;63.0;71.75;31.0;69.25;62.0
2012/2013;8467;17528;61.666668;61.666668;26.666666;34.666668;63.0;62.666668;65.0;74.0;39.0;73.0;63.666668;61.0;58.333332;17.0;60.333332
2012/2013;8467;47575;70.0;74.28571;61.285713;67.0;74.0;69.85714;64.57143;75.0;72.0;81.0;91.0;60.0;66.42857;50.0;59.0
2012/2013;8467;23765;62.8;64.6;26.0;59.0;63.2;61.0;62.0;71.2;54.0;82.0;80.0;75.8;35.0;28.0;54.8
2012/2013;8467;32559;68.8;68.0;64.8;62.0;74.0;69.0;73.0;63.0;71.0;62.0;71.0;80.0;64.0;73.0;69.0
2012/2013;8467;192856;65.166664;70.333336;60.666668;46.0;63.0;70.666664;90.0;91.0;64.666664;72.0;74.0;80.0;55.0;65.5;11.0
2012/2013;8467;46023;66.4;68.0;62.2;67.0;33.0;64.6;80.0;65.6;71.0;58.0;71.0;79.6;67.8;51.0;13.0
2012/2013;8284;23080;61.0;61.0;11.0;8.0;19.0;7.0;48.0;43.0;37.0;65.0;53.0;78.0;8.0;16.0;19.0
2012/2013;8284;192782;57.0;67.0;54.0;55.0;53.0;61.0;71.0;55.0;58.0;70.0;55.0;56.0;56.0;69.0;25.0
2012/2013;8284;109147;62.25;61.0;23.0;62.0;64.25;65.25;71.0;54.0;38.0;62.0;64.0;72.0;54.0;24.0;61.5
2012/2013;8284;158237;58.5;63.0;22.0;71.0;63.0;51.0;62.0;53.0;34.0;71.0;55.5;63.0;22.0;35.0;61.0
2012/2013;8284;32906;59.0;60.0;14.0;63.0;53.0;47.0;53.0;45.0;49.0;71.0;58.0;70.0;10.0;43.0;53.0
2012/2013;8284;24255;60.333332;60.333332;24.0;57.0;49.0;57.0;62.0;63.0;61.0;54.0;62.0;62.333332;44.0;71.0;59.0
2012/2013;8284;17361;60.0;60.333332;33.0;63.0;63.0;57.0;53.0;55.0;57.0;60.0;61.0;70.0;25.0;26.0;54.0
2012/2013;8284;32831;61.0;61.0;33.0;61.0;66.5;61.0;66.0;70.0;52.0;58.0;71.0;56.0;42.0;54.0;54.0
2012/2013;8284;41058;62.0;64.0;64.0;56.0;55.0;65.5;64.5;65.0;65.0;66.0;72.0;65.0;63.0;44.5;62.0
2012/2013;8284;17525;58.5;61.25;53.0;60.25;62.25;61.5;70.75;59.75;60.875;64.0;90.0;70.0;58.0;31.0;25.0
2012/2013;8284;35576;61.0;63.0;63.0;58.0;58.0;66.0;66.0;72.0;68.5;72.0;70.0;63.0;60.5;72.0;12.0
2012/2013;8284;38092;57.0;61.0;63.0;48.0;46.0;64.0;72.0;85.0;64.0;72.0;61.0;57.0;57.0;47.0;12.0
2012/2013;9927;37780;71.333336;75.666664;13.0;15.0;32.0;13.0;58.0;43.0;35.0;75.0;52.0;74.0;13.0;29.0;13.0
2012/2013;9927;158235;64.0;73.0;19.0;68.0;57.0;59.0;71.0;51.0;37.0;48.0;60.0;61.0;38.0;47.0;63.0
2012/2013;9927;35502;68.5;68.5;28.0;66.0;66.0;58.0;74.0;72.0;55.5;83.5;83.5;76.5;32.0;14.0;65.5
2012/2013;9927;156019;68.75;75.5;16.0;68.0;66.0;56.25;75.0;53.0;53.0;70.0;63.0;81.0;22.0;12.0;65.75
2012/2013;9927;24275;61.333332;61.333332;30.0;60.666668;54.0;49.0;51.666668;58.0;42.0;64.0;58.0;70.0;44.0;36.0;62.333332
2012/2013;9927;46015;68.75;72.625;64.375;49.0;72.375;70.5;71.0;71.0;67.0;71.0;91.0;59.0;65.75;67.375;50.0
2012/2013;9927;181227;67.8;70.8;39.0;65.0;66.0;64.0;68.0;81.0;73.0;70.0;90.0;72.0;52.0;66.0;63.0
2012/2013;9927;40137;67.5;71.5;56.0;36.25;63.0;66.0;93.0;71.0;58.25;71.0;82.25;66.0;64.0;43.0;24.5
2012/2013;9927;37294;68.666664;68.666664;39.0;58.333332;74.0;68.0;71.0;71.0;62.666668;92.0;72.0;83.0;53.333332;36.0;62.0
2012/2013;9927;23182;64.0;64.0;50.0;49.0;56.333332;66.666664;92.0;81.0;54.0;52.0;56.333332;51.0;65.0;40.0;46.0
2012/2013;9927;22969;70.85714;70.85714;74.57143;80.28571;64.85714;61.57143;61.0;51.142857;77.71429;61.142857;81.0;91.0;73.42857;82.0;11.0
2012/2013;9927;72464;69.666664;77.333336;67.666664;65.666664;71.0;74.666664;82.333336;81.0;71.333336;73.0;83.666664;67.666664;67.0;76.0;32.0
2012/2013;8066;34213;60.5;60.5;11.0;11.0;23.0;11.0;32.0;44.0;32.0;62.0;51.0;72.0;13.0;13.0;12.0
2012/2013;8066;181254;;;;;;;;;;;;;;;
2012/2013;8066;34259;59.166668;61.666668;22.0;58.0;59.333332;56.833332;64.0;62.0;50.333332;81.0;70.0;75.0;32.0;26.0;58.333332
2012/2013;8066;35751;60.0;60.57143;37.0;67.42857;49.0;48.0;55.42857;61.0;41.0;63.0;55.0;69.28571;24.0;37.0;52.857143
2012/2013;8066;24040;57.5;58.25;14.0;61.25;59.0;27.0;59.0;53.0;36.0;66.0;61.0;67.0;26.0;19.0;52.0
2012/2013;8066;180274;66.166664;74.5;22.0;53.0;63.666668;69.5;73.0;76.0;34.0;73.0;79.0;62.0;48.0;47.0;63.333332
2012/2013;8066;23891;63.22222;63.22222;49.333332;72.0;71.22222;60.0;52.0;31.0;61.88889;53.0;72.111115;73.77778;56.0;58.0;55.666668
2012/2013;8066;95352;61.666668;67.5;56.666668;62.0;65.5;60.0;62.0;54.0;51.0;70.0;71.0;88.5;61.833332;46.0;45.0
2012/2013;8066;180271;61.2;69.6;58.4;64.4;58.6;63.2;74.0;57.0;61.6;57.0;72.0;66.0;61.2;62.4;14.0
2012/2013;8066;68400;69.0;73.666664;67.333336;51.0;74.0;70.333336;66.0;73.0;63.0;82.0;74.0;73.0;68.0;67.0;47.0
2012/2013;8066;162549;69.0;75.5;54.0;62.0;66.625;72.25;79.125;84.375;59.0;71.0;72.0;71.0;66.75;63.0;21.0
2012/2013;8066;177760;67.166664;68.666664;71.833336;57.0;57.0;67.333336;71.0;84.0;69.333336;72.0;71.0;45.0;72.166664;62.666668;36.0
2012/2013;10251;22962;64.5;64.5;11.0;12.0;27.0;18.0;49.0;55.0;21.0;75.0;52.0;76.0;13.0;37.0;14.0
2012/2013;10251;278541;53.0;66.0;61.2;60.0;45.0;46.0;51.0;72.0;50.0;73.0;57.0;54.4;56.0;61.0;17.0
2012/2013;10251;4939;61.5;61.75;15.0;61.0;49.5;41.0;67.0;52.0;14.0;63.0;80.0;81.0;43.0;17.0;53.5
2012/2013;10251;32732;66.0;66.0;59.0;74.0;68.0;58.0;60.0;49.0;42.0;82.0;53.0;81.0;23.0;63.0;56.0
2012/2013;10251;183414;56.142857;64.42857;26.0;45.0;51.0;21.0;54.0;30.0;47.0;33.0;64.0;90.0;52.0;31.0;53.0
2012/2013;10251;112123;62.0;68.0;27.0;63.0;54.0;41.0;66.0;63.0;41.0;72.0;80.0;70.0;22.0;32.0;62.0
2012/2013;10251;62382;62.75;68.0;56.25;52.0;66.75;58.25;71.0;77.0;55.25;72.0;70.0;64.0;57.0;61.0;48.0
2012/2013;10251;32630;61.0;67.0;49.0;58.0;67.0;66.0;62.0;78.0;57.0;72.0;71.0;55.75;53.0;52.0;54.0
2012/2013;10251;116085;64.25;68.0;69.75;55.0;59.0;63.0;73.0;71.0;72.0;66.0;72.0;55.0;64.0;73.25;14.0
2012/2013;10251;181262;63.0;74.0;47.0;66.0;64.0;65.0;78.0;62.0;58.0;71.0;72.0;65.0;41.0;53.0;57.0
2012/2013;10251;32624;65.0;65.0;63.0;46.0;62.0;65.0;90.0;89.5;58.0;81.0;78.0;63.0;62.0;67.0;23.0
2012/2013;10251;74814;68.583336;79.75;70.0;65.0;62.0;65.0;82.0;76.0;72.583336;59.0;70.0;57.0;67.166664;76.083336;13.0
2012/2013;8066;354519;61.25;61.25;12.0;13.0;22.0;13.5;42.0;62.0;18.0;56.0;52.0;78.0;8.0;32.0;7.25
2012/2013;8066;275936;60.0;70.0;22.0;61.0;52.0;41.0;72.0;34.0;33.0;83.0;71.0;71.0;28.0;37.0;62.0
2012/2013;8066;393232;63.375;67.375;58.5;36.0;59.125;65.0;88.125;68.0;52.0;54.25;67.75;71.0;58.0;50.625;14.0
2012/2013;8485;32844;65.0;69.166664;15.0;66.0;61.0;52.166668;71.666664;70.0;27.0;71.0;65.0;72.0;21.0;13.0;56.833332
2012/2013;8485;199325;60.5;71.0;21.0;58.0;62.0;63.0;72.0;61.0;34.0;71.0;72.0;66.0;49.0;32.0;54.0
2012/2013;8485;32415;60.0;60.0;54.0;52.0;61.0;61.0;63.0;70.0;58.0;71.0;71.0;65.0;57.0;58.0;53.0
2012/2013;9927;244525;60.833332;74.0;29.0;58.0;50.0;34.5;71.0;57.0;35.0;63.666668;64.0;72.5;38.833332;32.0;60.833332
2012/2013;10251;23081;62.0;62.0;22.0;62.0;63.0;58.0;66.0;59.0;36.0;68.5;64.0;66.0;43.0;53.0;60.0
2012/2013;10251;150969;64.0;71.0;31.0;60.0;60.0;44.0;73.0;63.0;67.0;72.0;69.5;69.833336;26.0;38.0;64.0
2012/2013;10251;150518;62.0;69.0;45.0;49.0;73.0;55.0;70.0;83.0;61.0;76.0;81.0;60.0;49.0;51.0;68.0
2012/2013;10251;145063;67.0;67.0;43.0;44.0;73.0;66.0;66.0;75.0;55.0;81.0;74.0;70.0;47.0;46.0;48.0
2012/2013;8597;32713;63.0;70.666664;25.0;25.0;31.0;25.0;34.0;52.0;26.0;67.0;25.0;72.0;25.0;35.0;25.0
2012/2013;8597;200902;51.0;68.0;56.0;29.0;43.0;51.0;73.0;70.0;54.0;39.0;59.0;64.0;40.0;45.0;40.0
2012/2013;8597;32717;61.0;66.0;10.0;64.0;48.0;46.0;71.0;71.0;11.0;64.0;55.0;63.0;28.0;12.0;58.0
2012/2013;8597;102777;66.333336;66.333336;43.0;72.0;66.333336;63.333332;55.0;60.0;56.0;63.0;83.0;90.333336;41.0;27.0;54.0
2012/2013;8597;23507;61.666668;61.666668;17.0;68.0;28.0;38.0;33.0;34.0;26.0;65.0;62.0;86.333336;41.0;35.0;59.666668
2012/2013;8597;277234;60.0;71.0;38.0;56.0;61.0;51.0;70.0;64.0;65.0;70.0;71.0;71.0;58.0;36.0;59.0
2012/2013;8597;37774;67.833336;69.0;63.0;74.0;70.666664;70.666664;69.0;60.0;67.0;49.0;83.0;71.0;66.0;72.0;52.0
2012/2013;8597;32694;63.0;63.0;11.0;66.0;62.0;62.0;69.0;77.0;34.0;90.0;70.0;73.0;52.0;11.0;58.0
2012/2013;8597;13917;67.333336;75.333336;61.0;39.0;71.0;66.0;80.0;81.0;62.666668;83.0;90.0;71.0;64.0;74.0;54.0
2012/2013;8597;150260;67.0;73.0;61.0;33.0;62.666668;70.0;81.0;86.666664;71.0;81.0;71.0;55.0;64.666664;64.0;24.0
2012/2013;8597;56852;65.0;71.666664;68.666664;68.333336;56.0;63.0;73.0;61.0;71.0;42.0;64.0;72.333336;66.0;69.0;14.0
2012/2013;9925;95336;75.75;82.5;16.0;12.0;29.0;19.0;40.0;44.0;35.0;62.0;46.0;70.5;13.0;21.0;11.0
2012/2013;9925;43268;66.333336;68.666664;61.0;41.0;64.666664;78.0;64.666664;72.0;65.0;61.0;52.0;60.333332;68.333336;66.333336;16.0
2012/2013;9925;170593;72.0;83.0;41.0;56.5;71.0;67.5;81.0;72.0;68.0;76.0;83.0;72.5;62.0;49.0;71.5
2012/2013;9925;32318;69.5;70.5;14.0;75.0;64.5;61.0;69.75;53.0;43.0;59.0;65.0;81.75;22.0;26.0;66.5
2012/2013;9925;40570;73.25;76.5;28.0;76.0;72.0;65.0;67.0;44.0;78.0;59.0;75.0;79.5;49.0;58.0;72.25
2012/2013;9925;144989;68.333336;75.0;21.0;73.666664;61.333332;63.0;65.333336;46.0;62.333332;58.0;66.0;76.333336;28.666666;57.0;64.666664
2012/2013;9925;166676;74.75;81.0;58.75;81.5;80.25;74.0;73.0;69.0;82.5;79.75;83.5;87.5;60.5;64.0;63.0
2012/2013;9925;22929;74.25;79.25;65.5;70.25;80.5;75.75;72.25;71.5;72.0;78.0;85.0;77.5;66.0;70.0;64.0
2012/2013;9925;107132;71.0;78.0;53.0;66.0;78.5;73.5;78.25;74.0;74.75;89.0;90.0;85.25;58.0;54.0;61.0
2012/2013;9925;164210;69.0;71.0;70.0;63.5;58.0;72.0;75.0;52.0;77.5;57.0;64.0;72.0;66.5;60.0;25.0
2012/2013;9925;35905;74.5;82.0;78.75;71.0;71.0;72.25;78.25;74.0;72.75;83.0;81.0;74.5;80.5;77.0;14.0
2012/2013;9925;188506;65.0;79.0;69.75;68.75;49.0;65.0;77.75;74.0;66.0;64.0;66.0;62.75;60.75;67.0;16.0
2012/2013;8284;232094;55.5;63.5;24.0;55.5;36.0;27.5;55.0;34.0;35.0;71.0;55.0;73.0;24.0;33.0;54.0
2012/2013;8284;67228;61.5;66.0;10.0;66.0;61.5;44.5;63.0;63.0;16.0;66.5;78.5;71.0;46.0;13.0;55.5
2012/2013;8284;41065;63.5;63.0;44.25;44.0;61.25;65.75;81.0;66.25;60.0;61.0;70.0;63.0;58.75;59.0;40.0
2012/2013;8284;32706;61.0;61.0;62.5;74.0;60.25;56.5;51.0;40.0;65.0;52.0;72.0;88.0;63.25;60.0;16.0
2012/2013;8597;246316;53.4;69.0;54.0;59.0;51.0;58.4;57.8;73.0;48.0;66.0;53.0;63.0;53.0;63.0;10.0
2012/2013;8597;37163;63.0;63.0;54.0;42.0;69.0;63.0;73.0;83.0;62.0;81.0;64.0;53.0;57.0;74.0;58.0
2012/2013;8597;384144;58.0;74.0;23.0;62.0;55.0;53.0;66.0;64.0;32.0;61.0;67.0;70.0;21.0;30.0;56.0
2012/2013;8649;32679;60.333332;61.0;10.0;10.333333;15.666667;12.333333;34.0;38.0;18.0;62.0;51.0;63.0;14.0;10.333333;12.333333
2012/2013;8649;67407;59.0;68.25;61.0;28.0;59.0;61.0;72.0;79.25;63.0;63.0;64.0;62.0;60.0;61.0;15.0
2012/2013;8649;112704;62.666668;67.0;11.0;65.0;57.0;50.0;73.0;52.0;34.0;53.0;69.0;72.0;12.0;14.0;61.0
2012/2013;8649;32670;62.0;62.0;18.0;65.0;54.0;45.333332;33.0;48.0;23.0;58.0;66.0;80.0;22.0;14.0;57.0
2012/2013;8649;35955;62.2;63.4;48.0;64.0;53.8;54.0;45.0;49.0;47.0;53.0;59.0;68.0;11.0;44.0;58.6
